record_id,campaign_id,campaign_name,audience_segment,region,customer_type,treatment_group,reach_pct,frequency,impressions,spend_cad,brand_awareness,purchase_intent,website_visit,store_visit,conversion
231,NSB-04,Family Meals,35-44,Alberta,Existing,Control,79.4,1.0,95,16.41,0.4824,0.2034,0,0,0
232,NSB-02,Summer Value,25-34,Ontario,Existing,Control,56.1,4.93,301,90.22,0.4439,0.3014,0,0,0
233,NSB-03,Late Night,18-24,Ontario,New,Control,52.5,1.0,28,12.89,0.388,0.2473,1,0,0
234,NSB-02,Summer Value,25-34,Quebec,Existing,Control,47.0,4.62,271,38.63,0.4317,0.2524,0,0,0
235,NSB-01,Spring Launch,45-54,Alberta,New,Treatment,45.5,6.96,366,87.28,0.4839,0.263,0,0,0
236,NSB-03,Late Night,25-34,Quebec,New,Control,89.4,3.94,415,131.47,0.4672,0.2433,0,1,0
237,NSB-02,Summer Value,35-44,Ontario,Existing,Treatment,52.9,1.18,91,19.89,0.4815,0.251,0,0,0
238,NSB-01,Spring Launch,35-44,Alberta,New,Treatment,59.1,3.62,281,63.21,0.5233,0.3066,1,0,0
239,NSB-03,Late Night,18-24,Quebec,New,Treatment,95.0,4.76,538,139.95,0.4713,0.2419,0,0,0
240,NSB-01,Spring Launch,25-34,Ontario,Existing,Treatment,82.3,1.09,123,23.06,0.5408,0.2677,0,0,0
241,NSB-04,Family Meals,35-44,Alberta,New,Treatment,80.4,3.4,310,91.51,0.5732,0.2752,0,0,0
242,NSB-04,Family Meals,45-54,Quebec,Existing,Treatment,75.0,1.08,106,26.49,0.4883,0.2559,0,0,0
243,NSB-04,Family Meals,18-24,British Columbia,Existing,Treatment,80.6,5.25,499,107.97,0.517,0.2494,1,0,0
244,NSB-02,Summer Value,25-34,Manitoba,Existing,Control,29.7,1.99,57,11.7,0.4659,0.2315,0,0,0
245,NSB-01,Spring Launch,18-24,Quebec,Existing,Treatment,63.0,1.33,96,35.67,0.485,0.2391,0,0,0
246,NSB-04,Family Meals,25-34,British Columbia,New,Control,54.7,2.57,173,51.98,0.4932,0.2324,0,0,0
247,NSB-02,Summer Value,25-34,Quebec,New,Treatment,41.4,3.54,160,12.77,0.4522,0.2552,0,1,0
248,NSB-04,Family Meals,35-44,British Columbia,New,Treatment,43.1,4.16,206,49.95,0.5089,0.2824,0,0,0
249,NSB-04,Family Meals,25-34,British Columbia,New,Control,62.6,1.0,68,17.08,0.4033,0.2282,0,0,0
250,NSB-04,Family Meals,25-34,Ontario,New,Treatment,43.9,3.0,174,24.34,0.485,0.3214,0,1,0
251,NSB-02,Summer Value,35-44,Quebec,New,Treatment,61.6,2.39,158,61.55,0.422,0.2826,0,0,0
252,NSB-02,Summer Value,45-54,Manitoba,Existing,Control,58.2,6.15,382,109.87,0.414,0.2159,0,0,0
253,NSB-04,Family Meals,25-34,Ontario,Existing,Control,89.3,3.57,368,106.48,0.4662,0.2496,0,0,0
254,NSB-02,Summer Value,35-44,British Columbia,Existing,Control,74.7,3.82,333,94.92,0.4553,0.1995,0,0,0
255,NSB-01,Spring Launch,25-34,Alberta,Existing,Treatment,78.0,5.09,525,138.51,0.5214,0.3019,0,0,0
256,NSB-03,Late Night,45-54,British Columbia,New,Treatment,48.7,4.76,295,60.7,0.5083,0.259,0,0,0
257,NSB-04,Family Meals,35-44,Quebec,New,Control,84.2,3.86,387,91.77,0.475,0.2081,0,0,0
258,NSB-03,Late Night,45-54,Ontario,New,Treatment,73.9,5.49,503,123.84,0.4611,0.2323,0,0,0
259,NSB-03,Late Night,18-24,Quebec,Existing,Treatment,63.6,3.39,239,70.27,0.4141,0.2472,0,0,0
260,NSB-01,Spring Launch,35-44,Ontario,New,Treatment,43.3,4.95,259,62.62,0.4959,0.2907,0,0,0
261,NSB-03,Late Night,35-44,Alberta,Existing,Treatment,70.9,2.57,227,61.61,0.5141,0.3042,0,0,0
262,NSB-04,Family Meals,25-34,Alberta,New,Treatment,60.4,3.69,273,67.47,0.426,0.2736,0,0,0
263,NSB-01,Spring Launch,25-34,Ontario,New,Treatment,54.8,1.76,100,11.71,0.54,0.3373,0,0,0
264,NSB-02,Summer Value,35-44,British Columbia,Existing,Control,68.6,4.02,312,78.09,0.4458,0.2071,1,0,0
265,NSB-04,Family Meals,35-44,Quebec,Existing,Control,59.3,6.21,444,78.39,0.4257,0.2442,0,0,0
266,NSB-03,Late Night,18-24,Ontario,New,Control,63.3,1.11,87,18.55,0.4846,0.1833,0,1,0
267,NSB-03,Late Night,35-44,Ontario,New,Control,46.6,6.35,332,55.51,0.4434,0.2593,0,0,0
268,NSB-03,Late Night,18-24,British Columbia,Existing,Control,41.6,2.05,76,24.94,0.4074,0.1906,0,0,0
269,NSB-02,Summer Value,18-24,Manitoba,New,Treatment,86.8,2.71,235,69.6,0.4389,0.2376,0,0,0
270,NSB-02,Summer Value,35-44,Quebec,New,Treatment,46.9,2.66,136,18.84,0.4379,0.2581,0,0,0
271,NSB-04,Family Meals,25-34,Ontario,Existing,Control,47.6,7.71,464,95.92,0.5193,0.2066,1,0,0
272,NSB-04,Family Meals,25-34,Quebec,Existing,Control,55.8,5.87,386,87.04,0.4846,0.2774,1,0,0
273,NSB-04,Family Meals,25-34,Alberta,New,Control,77.6,4.55,409,101.84,0.45,0.2429,0,0,1
274,NSB-04,Family Meals,35-44,Ontario,New,Control,55.1,2.04,131,44.0,0.4585,0.2328,1,0,0
275,NSB-02,Summer Value,25-34,Quebec,New,Control,62.6,3.93,306,76.3,0.4993,0.2517,0,1,0
276,NSB-02,Summer Value,45-54,Ontario,New,Control,51.3,2.38,155,41.53,0.4696,0.2215,0,0,0
277,NSB-04,Family Meals,25-34,Manitoba,Existing,Control,82.2,5.54,550,148.31,0.4525,0.266,0,1,0
278,NSB-03,Late Night,35-44,Manitoba,Existing,Control,33.4,4.93,216,32.81,0.4366,0.2034,0,0,0
279,NSB-03,Late Night,25-34,Alberta,Existing,Treatment,68.4,7.51,627,165.98,0.5759,0.2502,1,0,0
280,NSB-04,Family Meals,25-34,British Columbia,Existing,Control,93.8,4.08,426,75.97,0.4537,0.2425,0,1,0
281,NSB-04,Family Meals,35-44,British Columbia,New,Treatment,60.8,2.37,183,31.26,0.4966,0.3084,0,0,0
282,NSB-02,Summer Value,25-34,Ontario,Existing,Treatment,51.1,6.44,422,113.26,0.4894,0.2003,0,0,0
283,NSB-02,Summer Value,25-34,Manitoba,Existing,Control,32.4,2.32,115,37.79,0.4082,0.2126,1,0,0
284,NSB-01,Spring Launch,25-34,Quebec,Existing,Treatment,70.3,1.48,124,51.5,0.5741,0.3004,0,0,0
285,NSB-03,Late Night,18-24,Alberta,Existing,Control,78.8,5.76,545,112.25,0.4101,0.1755,0,0,0
286,NSB-01,Spring Launch,25-34,Quebec,New,Control,81.9,1.27,103,13.73,0.3631,0.2558,0,0,0
287,NSB-02,Summer Value,35-44,Alberta,New,Treatment,87.1,3.55,389,63.84,0.4786,0.2692,0,0,0
288,NSB-02,Summer Value,35-44,Alberta,Existing,Control,76.5,1.91,182,54.26,0.4954,0.2858,0,0,0
289,NSB-02,Summer Value,25-34,British Columbia,New,Control,40.6,4.84,237,45.79,0.4488,0.2883,0,1,0
290,NSB-03,Late Night,25-34,Ontario,New,Treatment,83.1,1.0,100,23.45,0.52,0.3233,0,0,0
291,NSB-01,Spring Launch,18-24,Quebec,New,Treatment,52.3,3.09,170,44.35,0.4,0.2875,0,0,0
292,NSB-01,Spring Launch,25-34,Quebec,Existing,Treatment,58.9,3.28,233,68.76,0.5262,0.2812,0,0,1
293,NSB-04,Family Meals,35-44,Quebec,New,Control,75.8,3.2,328,64.29,0.4276,0.2234,0,0,0
294,NSB-02,Summer Value,35-44,British Columbia,Existing,Control,70.1,3.07,236,62.85,0.4755,0.2579,0,0,0
295,NSB-01,Spring Launch,25-34,Quebec,Existing,Control,52.2,1.0,75,8.0,0.4335,0.2113,0,0,0
296,NSB-02,Summer Value,25-34,British Columbia,Existing,Control,70.5,5.15,433,113.39,0.4848,0.2415,0,0,0
297,NSB-03,Late Night,45-54,Alberta,Existing,Treatment,24.2,5.47,145,42.69,0.4442,0.2121,0,0,0
298,NSB-01,Spring Launch,25-34,Quebec,New,Control,78.2,2.99,325,93.56,0.3722,0.2499,0,0,0
299,NSB-03,Late Night,25-34,Alberta,New,Treatment,57.8,6.41,441,95.72,0.5644,0.3415,0,0,0
300,NSB-01,Spring Launch,35-44,Alberta,Existing,Treatment,94.7,2.23,249,86.13,0.487,0.3084,0,0,0
301,NSB-01,Spring Launch,35-44,Ontario,New,Control,60.0,2.93,209,69.37,0.3992,0.2528,0,0,0
302,NSB-02,Summer Value,25-34,Quebec,New,Treatment,83.4,2.4,238,76.11,0.4254,0.304,0,0,0
303,NSB-02,Summer Value,45-54,Ontario,New,Treatment,78.7,2.87,256,69.07,0.4404,0.2917,0,1,0
304,NSB-03,Late Night,25-34,Ontario,New,Control,76.8,3.81,340,92.28,0.4336,0.224,0,0,0
305,NSB-03,Late Night,35-44,Ontario,Existing,Treatment,77.0,3.5,351,107.93,0.4975,0.3011,0,0,0
306,NSB-04,Family Meals,18-24,Alberta,New,Treatment,72.4,3.32,319,70.37,0.4904,0.2709,0,0,0
307,NSB-02,Summer Value,35-44,Ontario,New,Treatment,74.7,4.72,393,112.56,0.4391,0.2857,0,0,0
308,NSB-02,Summer Value,45-54,Manitoba,New,Treatment,76.1,1.42,151,17.32,0.4438,0.2793,0,0,0
309,NSB-04,Family Meals,25-34,Alberta,Existing,Treatment,61.1,2.78,190,41.15,0.5085,0.2863,0,0,0
310,NSB-01,Spring Launch,35-44,Manitoba,Existing,Treatment,55.3,2.41,166,52.23,0.5443,0.2645,0,0,0
311,NSB-02,Summer Value,45-54,Ontario,New,Control,57.7,3.72,271,93.32,0.4168,0.1998,0,0,0
312,NSB-01,Spring Launch,18-24,Ontario,New,Treatment,60.3,4.25,318,62.58,0.4534,0.2518,1,0,0
313,NSB-01,Spring Launch,35-44,Quebec,New,Treatment,68.0,3.17,265,42.32,0.5061,0.3086,0,0,0
314,NSB-04,Family Meals,45-54,Alberta,New,Treatment,76.4,6.52,602,134.25,0.4422,0.2613,0,0,0
315,NSB-04,Family Meals,35-44,Ontario,Existing,Treatment,66.2,7.99,622,118.16,0.4984,0.3007,0,0,0
316,NSB-03,Late Night,18-24,Quebec,New,Treatment,79.3,4.87,479,108.84,0.4758,0.22,0,0,0
317,NSB-02,Summer Value,18-24,Ontario,Existing,Control,65.2,4.21,314,69.03,0.5028,0.2115,0,0,0
318,NSB-01,Spring Launch,25-34,Ontario,New,Control,95.0,1.0,75,15.44,0.4387,0.317,0,0,0
319,NSB-01,Spring Launch,18-24,Alberta,New,Treatment,66.1,1.47,132,10.2,0.4695,0.2988,0,0,0
320,NSB-01,Spring Launch,25-34,Ontario,Existing,Treatment,64.2,6.32,495,78.11,0.5483,0.325,0,0,0
321,NSB-02,Summer Value,18-24,Ontario,New,Treatment,55.0,4.13,292,38.34,0.4484,0.2272,0,0,0
322,NSB-03,Late Night,25-34,Quebec,Existing,Treatment,82.0,5.96,615,219.31,0.4946,0.2685,0,0,0
323,NSB-03,Late Night,25-34,Ontario,New,Control,80.8,1.39,124,10.56,0.4616,0.2778,0,0,0
324,NSB-01,Spring Launch,25-34,Ontario,Existing,Treatment,88.9,2.31,228,65.1,0.503,0.3142,0,0,1
325,NSB-04,Family Meals,35-44,Quebec,Existing,Treatment,84.6,7.76,811,195.0,0.5623,0.257,0,0,0
326,NSB-03,Late Night,35-44,Alberta,Existing,Treatment,65.7,4.37,343,71.54,0.5727,0.2855,0,0,0
327,NSB-03,Late Night,18-24,Ontario,New,Control,47.4,1.81,113,22.02,0.4866,0.249,0,0,0
328,NSB-03,Late Night,18-24,British Columbia,Existing,Treatment,67.8,4.41,368,77.81,0.5211,0.2738,0,0,0
329,NSB-02,Summer Value,18-24,Ontario,Existing,Control,80.7,2.64,300,75.55,0.3992,0.2197,0,0,0
330,NSB-01,Spring Launch,25-34,Alberta,Existing,Control,63.9,1.02,75,16.76,0.4486,0.2283,0,0,0
331,NSB-02,Summer Value,18-24,British Columbia,New,Control,58.6,5.75,417,127.26,0.4806,0.2299,0,0,0
332,NSB-03,Late Night,35-44,Quebec,New,Treatment,60.4,2.63,162,50.74,0.5477,0.3036,0,0,0
333,NSB-01,Spring Launch,25-34,Alberta,Existing,Control,84.2,7.55,762,149.06,0.4651,0.2242,0,0,0
334,NSB-01,Spring Launch,45-54,Manitoba,Existing,Control,59.7,3.26,238,44.72,0.4467,0.2125,0,0,0
335,NSB-01,Spring Launch,25-34,Ontario,Existing,Control,75.3,2.25,174,42.7,0.458,0.2648,0,0,0
336,NSB-01,Spring Launch,25-34,Alberta,New,Treatment,78.6,2.38,246,55.89,0.5837,0.3337,0,0,0
337,NSB-04,Family Meals,35-44,Ontario,New,Control,73.8,2.51,232,70.04,0.4178,0.2703,1,0,0
338,NSB-03,Late Night,35-44,Alberta,New,Control,55.4,1.98,128,31.92,0.4671,0.2511,0,0,0
339,NSB-02,Summer Value,35-44,Alberta,New,Control,60.9,1.58,132,50.4,0.4357,0.1939,0,0,0
340,NSB-01,Spring Launch,45-54,Quebec,New,Treatment,41.2,3.17,176,26.91,0.472,0.282,0,0,0
341,NSB-02,Summer Value,25-34,Quebec,Existing,Treatment,59.3,5.5,397,64.9,0.4882,0.3098,0,0,0
342,NSB-02,Summer Value,45-54,British Columbia,New,Treatment,39.0,7.12,323,92.35,0.4844,0.2532,0,0,0
343,NSB-01,Spring Launch,25-34,Ontario,New,Treatment,80.5,3.49,357,113.54,0.5387,0.3287,0,0,0
344,NSB-02,Summer Value,45-54,British Columbia,Existing,Treatment,45.8,6.17,326,53.74,0.4773,0.2024,0,0,0
345,NSB-02,Summer Value,25-34,Manitoba,Existing,Control,49.0,2.09,149,41.82,0.46,0.2323,0,0,0
346,NSB-03,Late Night,25-34,Ontario,Existing,Treatment,60.6,4.43,342,87.17,0.5499,0.3408,0,0,0
347,NSB-03,Late Night,35-44,Alberta,Existing,Control,57.0,6.0,426,124.55,0.4548,0.2323,1,0,0
348,NSB-01,Spring Launch,25-34,Ontario,New,Treatment,94.2,7.26,847,236.85,0.5642,0.2845,0,0,0
349,NSB-02,Summer Value,25-34,Ontario,New,Treatment,82.7,1.0,92,32.11,0.4936,0.296,1,1,0
350,NSB-03,Late Night,25-34,Ontario,New,Treatment,61.4,4.16,296,55.99,0.5121,0.3705,0,0,0
351,NSB-02,Summer Value,35-44,Quebec,New,Treatment,88.4,2.44,268,44.32,0.4899,0.3173,0,0,0
352,NSB-04,Family Meals,45-54,Ontario,Existing,Control,71.7,7.14,615,125.32,0.3767,0.1672,1,0,0
353,NSB-03,Late Night,35-44,Ontario,Existing,Treatment,64.5,1.0,109,18.43,0.4829,0.3173,0,0,0
354,NSB-01,Spring Launch,45-54,Quebec,Existing,Control,51.3,2.43,174,50.6,0.3714,0.2116,0,0,0
355,NSB-01,Spring Launch,35-44,Alberta,New,Treatment,56.0,6.88,435,86.15,0.4877,0.3017,0,0,0
356,NSB-03,Late Night,18-24,Manitoba,New,Treatment,95.0,2.82,314,91.14,0.4294,0.2628,0,0,0
357,NSB-01,Spring Launch,18-24,Alberta,Existing,Treatment,72.1,1.95,150,46.45,0.4895,0.2431,0,0,0
358,NSB-03,Late Night,35-44,British Columbia,New,Treatment,61.4,3.61,271,96.26,0.4979,0.3283,1,1,0
359,NSB-04,Family Meals,25-34,Ontario,Existing,Treatment,66.2,1.63,130,34.16,0.547,0.3178,0,0,0
360,NSB-03,Late Night,25-34,Alberta,New,Control,67.1,7.73,661,118.46,0.4531,0.2227,0,0,0
361,NSB-02,Summer Value,25-34,British Columbia,Existing,Treatment,64.2,3.81,332,69.79,0.4674,0.3145,0,1,0
362,NSB-03,Late Night,35-44,Alberta,Existing,Control,28.1,2.15,67,8.0,0.4368,0.233,0,0,0
363,NSB-02,Summer Value,25-34,Alberta,Existing,Control,77.7,8.84,827,222.57,0.4478,0.249,0,0,0
364,NSB-02,Summer Value,45-54,Manitoba,New,Control,91.7,2.58,272,90.26,0.398,0.2711,0,0,0
365,NSB-04,Family Meals,35-44,Alberta,New,Treatment,69.3,3.04,235,62.61,0.5116,0.2664,0,0,0
366,NSB-02,Summer Value,35-44,British Columbia,Existing,Control,71.8,1.11,94,17.63,0.4595,0.222,0,0,0
367,NSB-04,Family Meals,45-54,Ontario,New,Treatment,52.6,1.48,117,24.45,0.4509,0.2197,1,0,0
368,NSB-04,Family Meals,25-34,Quebec,Existing,Control,59.3,2.59,198,56.2,0.5035,0.2383,1,0,0
369,NSB-01,Spring Launch,35-44,Alberta,New,Control,70.7,4.53,429,108.62,0.4492,0.2736,0,0,0
370,NSB-01,Spring Launch,45-54,Alberta,Existing,Treatment,67.7,1.45,147,42.09,0.4922,0.2953,0,0,0
371,NSB-01,Spring Launch,35-44,Alberta,Existing,Treatment,62.4,1.37,92,21.33,0.5419,0.2852,0,0,0
372,NSB-01,Spring Launch,35-44,Quebec,Existing,Treatment,80.8,2.15,168,41.17,0.5042,0.2927,0,1,0
373,NSB-01,Spring Launch,25-34,Quebec,New,Treatment,67.7,1.4,107,22.11,0.5394,0.3292,0,0,0
374,NSB-03,Late Night,35-44,Ontario,New,Control,73.5,4.63,408,126.2,0.4109,0.2897,0,0,0
375,NSB-01,Spring Launch,18-24,Manitoba,New,Treatment,57.1,4.36,337,103.63,0.4458,0.2809,0,0,0
376,NSB-02,Summer Value,45-54,Ontario,New,Control,78.0,1.62,124,29.13,0.4287,0.207,1,0,0
377,NSB-04,Family Meals,45-54,Ontario,New,Treatment,49.5,3.2,224,40.92,0.4726,0.2621,0,0,0
378,NSB-01,Spring Launch,45-54,Quebec,New,Control,65.0,1.0,59,20.31,0.3893,0.2214,0,0,0
379,NSB-04,Family Meals,35-44,Ontario,New,Treatment,70.6,1.11,92,14.32,0.537,0.2572,0,0,0
380,NSB-02,Summer Value,18-24,Ontario,New,Control,58.7,2.53,168,46.05,0.4556,0.1898,0,1,0
381,NSB-01,Spring Launch,18-24,British Columbia,Existing,Control,65.6,3.94,345,71.3,0.3758,0.1926,0,1,0
382,NSB-03,Late Night,45-54,Quebec,New,Treatment,75.2,6.55,568,141.7,0.449,0.2539,0,0,0
383,NSB-03,Late Night,25-34,Ontario,Existing,Control,75.5,1.5,134,36.46,0.4635,0.2534,1,0,0
384,NSB-04,Family Meals,25-34,Ontario,New,Treatment,64.7,2.55,154,47.01,0.5742,0.2807,1,0,0
385,NSB-03,Late Night,35-44,Ontario,New,Control,58.9,3.15,244,58.98,0.4928,0.2627,0,1,0
386,NSB-04,Family Meals,25-34,Ontario,New,Treatment,71.4,1.9,182,47.25,0.5169,0.2609,0,0,0
387,NSB-02,Summer Value,35-44,Ontario,Existing,Control,95.0,1.8,186,33.2,0.4936,0.2238,0,0,0
388,NSB-01,Spring Launch,25-34,Quebec,New,Treatment,73.7,1.54,143,31.56,0.5747,0.2973,0,0,0
389,NSB-03,Late Night,35-44,Ontario,New,Control,90.4,3.39,368,71.59,0.36,0.2115,0,0,0
390,NSB-04,Family Meals,45-54,British Columbia,New,Control,68.3,5.35,467,117.8,0.3931,0.2276,0,0,0
391,NSB-04,Family Meals,18-24,Quebec,Existing,Control,69.8,2.9,245,57.78,0.4466,0.2488,0,0,0
392,NSB-02,Summer Value,25-34,British Columbia,New,Control,31.3,1.46,58,8.0,0.4397,0.2338,0,0,0
393,NSB-02,Summer Value,25-34,Ontario,New,Treatment,62.5,2.47,189,65.4,0.4514,0.3352,1,0,0
394,NSB-03,Late Night,45-54,British Columbia,Existing,Control,79.8,7.06,666,194.22,0.4434,0.2713,0,0,0
395,NSB-02,Summer Value,25-34,Quebec,New,Treatment,69.1,5.28,452,86.55,0.457,0.2922,0,0,0
396,NSB-04,Family Meals,25-34,Alberta,New,Treatment,63.8,3.99,309,96.85,0.4946,0.2938,0,0,0
397,NSB-04,Family Meals,35-44,Alberta,New,Control,65.8,3.0,238,72.15,0.4651,0.2574,0,1,1
398,NSB-02,Summer Value,25-34,Ontario,New,Control,91.3,4.04,438,110.79,0.4152,0.2527,0,0,0
399,NSB-03,Late Night,45-54,Alberta,New,Treatment,55.5,1.0,69,14.99,0.4811,0.2197,0,0,0
400,NSB-03,Late Night,45-54,Ontario,New,Control,80.5,8.19,760,223.3,0.4072,0.2104,0,0,0
401,NSB-01,Spring Launch,25-34,Manitoba,Existing,Control,89.4,4.2,439,99.23,0.4257,0.2328,0,0,0
402,NSB-04,Family Meals,35-44,British Columbia,New,Treatment,75.3,1.31,142,30.28,0.487,0.3031,0,0,0
403,NSB-02,Summer Value,18-24,Alberta,Existing,Treatment,51.8,6.5,371,141.77,0.4193,0.2293,0,0,0
404,NSB-04,Family Meals,35-44,Manitoba,New,Treatment,74.4,3.08,251,52.06,0.4598,0.2493,0,0,0
405,NSB-02,Summer Value,35-44,Ontario,Existing,Control,73.1,5.7,466,136.09,0.4518,0.2355,0,0,0
406,NSB-04,Family Meals,25-34,Manitoba,New,Control,88.0,2.9,323,103.09,0.4032,0.2752,0,0,0
407,NSB-02,Summer Value,25-34,British Columbia,Existing,Treatment,62.7,5.63,428,107.05,0.4756,0.2834,0,1,0
408,NSB-01,Spring Launch,45-54,British Columbia,Existing,Treatment,32.8,5.01,189,71.2,0.552,0.2597,0,1,0
409,NSB-04,Family Meals,25-34,Ontario,New,Treatment,50.5,1.68,89,21.6,0.5542,0.272,0,0,0
410,NSB-01,Spring Launch,35-44,British Columbia,Existing,Control,62.2,5.08,378,79.36,0.4436,0.2355,0,0,0
411,NSB-02,Summer Value,18-24,Alberta,New,Treatment,65.2,1.25,117,36.07,0.4562,0.2732,0,1,1
412,NSB-04,Family Meals,25-34,Alberta,New,Control,77.1,8.51,789,246.32,0.4461,0.2289,0,0,0
413,NSB-04,Family Meals,45-54,Alberta,Existing,Treatment,63.6,1.0,86,23.97,0.4961,0.2507,0,0,0
414,NSB-03,Late Night,25-34,Ontario,New,Treatment,56.9,5.72,398,76.82,0.5488,0.3446,0,0,0
415,NSB-03,Late Night,35-44,Alberta,Existing,Treatment,52.8,3.15,224,41.51,0.5587,0.2926,0,0,0
416,NSB-02,Summer Value,25-34,Alberta,New,Treatment,62.7,4.21,327,97.86,0.4851,0.2844,0,0,0
417,NSB-02,Summer Value,25-34,Alberta,Existing,Control,67.7,2.38,205,35.38,0.4469,0.2416,0,0,1
418,NSB-02,Summer Value,45-54,British Columbia,Existing,Treatment,68.9,5.25,438,154.21,0.4858,0.2625,0,0,0
419,NSB-03,Late Night,35-44,Ontario,New,Control,75.2,7.56,659,213.68,0.4454,0.2607,0,0,0
420,NSB-03,Late Night,45-54,Ontario,New,Control,69.3,2.82,211,53.5,0.4417,0.1838,1,0,0
421,NSB-04,Family Meals,45-54,Alberta,New,Control,42.4,3.57,191,41.85,0.4027,0.194,0,0,0
422,NSB-04,Family Meals,45-54,British Columbia,Existing,Control,45.0,5.58,308,68.22,0.4255,0.1772,1,0,0
423,NSB-01,Spring Launch,45-54,British Columbia,New,Treatment,59.1,3.25,244,82.12,0.4295,0.2472,1,0,0
424,NSB-02,Summer Value,18-24,Quebec,New,Control,59.7,2.87,197,57.17,0.4434,0.2733,0,0,0
425,NSB-01,Spring Launch,45-54,Manitoba,New,Control,86.5,2.61,283,61.77,0.4307,0.2093,0,0,0
426,NSB-02,Summer Value,18-24,Ontario,New,Treatment,51.9,3.05,174,40.45,0.432,0.2247,0,1,0
427,NSB-02,Summer Value,18-24,British Columbia,New,Control,73.1,3.58,289,69.31,0.4203,0.192,1,0,0
428,NSB-04,Family Meals,18-24,Alberta,Existing,Control,89.1,3.4,379,71.68,0.4179,0.2377,0,0,0
429,NSB-02,Summer Value,25-34,Alberta,New,Treatment,75.4,6.33,555,168.11,0.5146,0.2892,0,1,0
430,NSB-01,Spring Launch,35-44,Quebec,New,Control,79.5,3.72,418,58.35,0.4248,0.2479,0,0,0
431,NSB-01,Spring Launch,25-34,Alberta,New,Treatment,87.0,4.34,477,94.57,0.4928,0.2616,0,0,0
432,NSB-03,Late Night,18-24,Manitoba,New,Control,71.6,2.66,199,47.1,0.4151,0.2474,0,0,0
433,NSB-03,Late Night,25-34,Quebec,New,Treatment,77.3,3.79,351,100.49,0.5291,0.2779,1,0,0
434,NSB-01,Spring Launch,25-34,Ontario,New,Treatment,66.3,3.84,317,107.76,0.5953,0.3021,0,0,0
435,NSB-01,Spring Launch,35-44,Ontario,Existing,Treatment,93.4,4.04,466,116.66,0.4869,0.3162,0,0,0
436,NSB-03,Late Night,25-34,Alberta,Existing,Control,70.7,2.55,211,77.17,0.4444,0.2155,1,0,0
437,NSB-01,Spring Launch,25-34,Ontario,New,Treatment,54.4,2.75,197,41.15,0.514,0.2636,0,0,0
438,NSB-04,Family Meals,25-34,Ontario,Existing,Treatment,52.6,2.56,163,33.39,0.5384,0.3189,0,0,0
439,NSB-03,Late Night,25-34,Quebec,New,Control,57.7,1.46,84,23.4,0.4601,0.3298,0,0,0
440,NSB-01,Spring Launch,35-44,Quebec,Existing,Control,41.9,4.02,211,56.41,0.3939,0.2575,0,0,0
441,NSB-01,Spring Launch,25-34,British Columbia,New,Control,87.2,6.0,642,175.21,0.4141,0.2193,0,0,0
442,NSB-04,Family Meals,25-34,Manitoba,Existing,Treatment,87.3,2.92,301,96.33,0.5351,0.3345,0,0,0
443,NSB-02,Summer Value,25-34,Ontario,Existing,Control,78.9,3.03,281,90.24,0.4519,0.2575,0,0,0
444,NSB-02,Summer Value,25-34,British Columbia,New,Treatment,66.0,2.63,206,40.97,0.4662,0.3152,0,0,1
445,NSB-04,Family Meals,45-54,Ontario,Existing,Control,49.4,5.41,329,65.89,0.4056,0.2027,1,0,0
446,NSB-04,Family Meals,25-34,Alberta,Existing,Control,56.6,5.12,331,93.15,0.46,0.2512,0,0,0
447,NSB-04,Family Meals,45-54,Alberta,New,Treatment,72.7,7.74,684,148.03,0.4595,0.2594,0,0,0
448,NSB-03,Late Night,35-44,British Columbia,New,Control,59.2,4.75,311,93.58,0.4793,0.2696,0,0,0
449,NSB-02,Summer Value,18-24,Ontario,Existing,Treatment,65.0,1.72,144,46.38,0.4812,0.2539,0,0,0
450,NSB-01,Spring Launch,45-54,Ontario,New,Treatment,45.7,5.28,290,69.29,0.5298,0.3229,0,0,0
451,NSB-03,Late Night,35-44,British Columbia,New,Treatment,50.2,3.47,215,43.74,0.5366,0.3595,0,0,0
452,NSB-03,Late Night,35-44,British Columbia,Existing,Control,56.7,2.86,215,37.59,0.4316,0.2523,1,0,0
453,NSB-02,Summer Value,25-34,Alberta,New,Treatment,81.7,5.31,494,133.55,0.5964,0.3465,0,0,0
454,NSB-04,Family Meals,35-44,Ontario,New,Treatment,68.4,3.11,236,62.45,0.5185,0.2978,1,0,0
455,NSB-01,Spring Launch,25-34,Quebec,New,Treatment,53.7,4.02,302,74.31,0.5189,0.2649,0,0,0
456,NSB-02,Summer Value,18-24,Ontario,New,Control,59.7,1.39,96,24.99,0.4448,0.241,0,0,0
457,NSB-01,Spring Launch,45-54,Manitoba,New,Control,86.0,1.94,197,67.27,0.372,0.2112,0,0,0
458,NSB-02,Summer Value,45-54,Ontario,Existing,Control,75.8,3.8,352,84.96,0.4905,0.2565,0,0,0
459,NSB-01,Spring Launch,18-24,British Columbia,New,Treatment,50.0,7.84,474,126.97,0.5064,0.2769,0,0,0
460,NSB-01,Spring Launch,35-44,British Columbia,Existing,Control,67.3,9.58,763,146.93,0.4374,0.2347,0,0,0
461,NSB-01,Spring Launch,35-44,Quebec,Existing,Control,67.1,3.24,275,71.67,0.4564,0.2818,0,1,0
462,NSB-03,Late Night,18-24,Alberta,New,Treatment,76.5,1.99,180,49.6,0.441,0.3139,0,0,0
